is_res,normalize,act,n_layers,hidden_nodes,lr,weight_decay,gamma,batch_size,MSE
"
","
", ,D,a,t,a,c,a,s,e,:, ,l,e,f,t,_,r,i,g,h,t,_,b,o,t,h,_,e,n,d,s
False,False,tanh,4,873,0.0014145328529472055,2.73664647687379e-05,0.006579351801280671,128,0.013391388264169014
False,False,tanh,4,977,0.0011718233122701683,7.661603916718066e-05,0.007185703858072423,128,0.012976886964186996
False,False,tanh,4,839,0.0006985028659501677,3.7770274476711304e-05,0.006238291689357922,128,0.011845326034911959
False,False,tanh,4,920,0.0008025360058934519,4.3813393493150257e-05,0.006927238872008291,128,0.011635061839665766
False,False,tanh,4,937,0.0009707410852373967,4.617899282722977e-05,0.007734885474143386,128,0.009262173061829384
False,False,tanh,4,946,0.0009964638382184907,3.011548073432323e-05,0.00782759871087531,128,0.009261436752689492
False,False,tanh,4,942,0.0009691202404662385,2.2129935425047386e-05,0.007744974100290043,128,0.011140420893733446
False,False,tanh,4,972,0.0004975490788554392,3.4304624644438146e-05,0.007780285696735896,128,0.017601788996478865
False,False,tanh,4,898,0.001128834559534896,4.419629186684586e-05,0.007300561904134089,128,0.02169884657683142
False,False,tanh,4,957,0.0008429124338431164,5.5749454334816545e-05,0.005680936732035746,128,0.010304834578966103
is_res,normalize,act,n_layers,hidden_nodes,lr,weight_decay,gamma,batch_size,MSE
"
","
", ,D,a,t,a,c,a,s,e,:, ,5,_,s,o,l,_,9,1,_,n,o,d,e,s
False,True,swish,1,511,0.00016056980762639707,3.7535408196897746e-06,0.003284275635033692,64,0.038877437268028815
False,False,sigmoid,1,213,0.00956388248642929,6.071126754620617e-05,0.009457702351194766,64,0.03462103211286264
True,False,lrelu,1,783,0.00021179538203366761,7.002419427842244e-07,0.0020003418456878965,128,0.044820519495951415
False,False,relu,2,994,0.0005060452189091858,4.180586376719094e-06,0.008223679670445563,128,0.04273147993306628
False,True,sigmoid,3,338,0.0004985741306155811,3.254811254721527e-06,0.004955733526730894,32,0.06548477816295606
True,False,lrelu,4,752,0.00045520399977606445,0.00010690122934866694,0.007812132737166772,128,0.03823684473377376
False,False,lrelu,1,793,0.037552906812444116,2.337394624118573e-07,0.004623479014762668,64,0.5620728994120224
True,False,tanh,1,871,0.027002997814694386,1.709096499703355e-05,0.004271483693890893,128,0.13815658373624223
False,False,swish,4,781,0.000572061166003833,6.3068508900389644e-06,0.0025692598538502097,64,0.04036829499157144
False,True,swish,4,454,0.0005529324530805663,7.573400925097893e-07,0.007175261219025837,64,0.10499779032192051
True,True,sigmoid,0,36,0.006654011759399168,0.00036083603537738485,0.009954521324010843,32,0.030331103178667735
True,True,sigmoid,0,84,0.007082544164974949,0.0003416227434486207,0.009810526316547892,32,0.03369801269473265
True,True,sigmoid,0,62,0.004089846182057436,0.00043266363051818076,0.009782179749904012,32,0.02950281100724015
True,True,sigmoid,0,51,0.00242052951241383,0.00046073719164507694,0.0001223857432566533,32,0.03250232153919294
True,True,sigmoid,0,206,0.0025311099275055157,0.00011031988963415372,0.0065032625407197946,32,0.03602286848884284
True,True,tanh,2,203,0.07606888655993924,0.0004617705884650022,0.009960728159422269,32,3.0114651244070307
True,True,relu,0,353,0.005413297114251744,3.081226995047834e-05,0.008627463381553666,32,0.06905797078638742
True,True,sigmoid,3,621,0.0019317078591625566,0.0001778641817520931,0.006436854614127667,32,0.03374390106606437
True,True,sigmoid,2,36,0.012568858501967073,0.00020024006029021888,0.00878807809252611,32,0.04000695458499029
True,True,sigmoid,0,326,0.004676415146634128,2.8287935916927646e-05,0.005993646525865823,32,0.03938369068396352
True,True,relu,0,148,0.018165132097717807,6.69684720824795e-05,0.009030105678226694,32,0.08416409928785418
True,True,sigmoid,0,33,0.0016572508778984437,0.000436429597239886,0.0001307879427429134,32,0.0569001212997077
True,True,sigmoid,0,130,0.003348745115821752,0.0004752951662210846,0.007769663213371648,32,0.030290900617670924
True,True,sigmoid,1,150,0.004367367777460908,0.00021617990554883605,0.00781336833151906,32,0.03573457914229815
True,True,sigmoid,0,264,0.010888527154231989,0.00022380581632791612,0.00997846683506084,32,0.03886960967889822
True,True,tanh,1,136,0.0013314900712277293,0.00010692203570212054,0.009154105163714973,32,0.06459898148771148
True,True,sigmoid,0,423,0.003494303392848515,0.0002761128538423333,0.008441267154862273,32,0.03287134999110752
True,True,sigmoid,3,108,0.006846360289092137,0.0004885952749261069,0.009195620416709493,32,0.032350735609544025
True,True,sigmoid,1,616,0.0034387917458090418,0.00015609080573737057,0.007391664964010246,32,0.03273866294633233
True,True,swish,1,269,0.0012218594013523542,5.706274101584729e-05,0.008344204145360976,128,0.10750923050833448
True,True,tanh,0,582,0.006667097203812154,0.00025544073370150933,0.009300536044074532,64,0.06897215895935346
True,True,sigmoid,3,108,0.006994205988582437,0.00047802652279332024,0.009179474116133261,32,0.03250061846076924
True,True,sigmoid,3,170,0.011510771163255848,0.00013830782165973298,0.009496327330705602,32,0.035154313572867996
True,True,sigmoid,2,273,0.003615897167248766,0.00030019092412669084,0.00945452373648168,32,0.031925864894838424
False,True,lrelu,2,292,0.003172558143444738,0.00027167162478512627,0.009862311492695536,32,0.02325804382525734
False,True,lrelu,1,224,0.0025407430591875752,0.00028893656603529334,0.009962655089942016,32,0.0378284019901901
False,False,lrelu,1,92,0.004495248380373314,7.903102094799529e-05,0.00812456542428648,128,0.049086902001335135
False,True,lrelu,0,389,0.000989895146650549,0.00015001371418371553,0.008675420351885317,64,0.05457570443646719
False,False,lrelu,1,494,0.0028026884161485915,0.00028888553698629816,0.008732218742315955,128,0.04824635996772445
False,False,relu,2,189,0.009171317683653778,9.175356588887165e-05,0.0079318343768437,32,0.050176682758708804
False,True,lrelu,2,1015,0.00192007079808246,5.09517844695678e-05,0.00954986475227428,32,0.057071030022645894
True,True,sigmoid,2,248,0.00362298435455102,0.0003140977350030515,0.009459619782227851,32,0.03149306356097025
False,True,sigmoid,2,301,0.004444324524686865,0.00017100186160749162,0.009981632910670005,32,0.06546224057892577
True,True,swish,2,77,0.0030862183514341235,0.0003625564701565784,0.008895830490681928,32,0.08349092776257586
False,True,lrelu,0,236,0.005589752142226316,0.00011627134207124583,0.009527327606518098,64,0.07521837855738955
True,True,sigmoid,4,136,0.008383292837918997,0.00032943278808205426,0.008210725049176762,32,0.029823751741369826
True,False,sigmoid,4,121,0.015645023063587105,0.0002021429141152134,0.007551857456148036,128,0.029305729526339846
True,False,swish,4,131,0.017899206600679885,0.00019764016954984352,0.0073403210861833525,128,0.06560617199433581
False,False,relu,4,929,0.008766824226628733,0.0001252826191729021,0.00823400708385236,128,0.12438528199784946
True,False,sigmoid,4,178,0.01591514372279298,0.0004786461403134117,0.00772658387208098,128,0.02915205726514443
True,False,lrelu,4,360,0.028572810779833223,0.00021778926300920212,0.006898776915119463,128,0.6677053591165539
True,False,sigmoid,4,180,0.01471013587331353,0.00047548287729082354,0.007814870630662966,128,0.02797410659747854
True,False,sigmoid,4,184,0.015890506418678656,0.0003405472557234238,0.00766391845630655,128,0.02778090576454316
True,False,sigmoid,4,185,0.014479187603027958,0.0003783964783305575,0.005631496080047637,128,0.02886350760559036
True,False,sigmoid,4,194,0.013737679034653163,0.00023424737717869456,0.007559893801407837,128,0.02894771566015598
True,False,sigmoid,4,290,0.02352652095279973,0.0003873405960365346,0.00571394898134555,128,0.04638622450398439
True,False,tanh,4,186,0.01405444764231847,0.0001496468267573476,0.007018841130498988,128,0.04934231023270232
True,False,sigmoid,3,324,0.041244315748078395,8.844375921502278e-05,0.007051307939155004,128,0.06162313075454237
True,False,sigmoid,4,717,0.012442340695897286,0.00024869169753410686,0.007601075052276056,128,0.030786173410881454
False,False,sigmoid,4,208,0.02011657298552574,0.000498834238536505,0.006726639056876379,128,0.06548486310169938
True,False,sigmoid,3,170,0.014269075461364644,0.0003918319911510728,0.00614133229743776,128,0.029310587383966986
True,False,sigmoid,4,234,0.015026902401304849,0.00021568848737576695,0.007575731850675791,128,0.02978460169497985
True,False,sigmoid,4,75,0.010257476537711946,0.0001838439485076602,0.0073407749431415445,128,0.02898577692903069
True,False,sigmoid,4,167,0.009764855164892023,0.00032560112838871694,0.007156902369655991,128,0.02871219646792672
True,False,sigmoid,4,67,0.0099543455962476,0.0001690292350319921,0.007243196740381576,128,0.029216428304611977
True,False,relu,4,159,0.01000508405165346,0.00034786418375532327,0.0064924541069229375,128,0.031760677007795335
True,False,sigmoid,3,98,0.011390620415049749,0.00025835996282095865,0.005603511190704782,128,0.03174097974428849
True,False,tanh,4,305,0.021192383144497427,0.00013988870353832714,0.007906446168062454,128,0.05036201098433547
True,False,sigmoid,4,210,0.005567132270106549,0.0003732501607660215,0.006757607975511317,128,0.029336624552108472
True,False,sigmoid,3,378,0.007974154050491487,0.0001221728190138868,0.007298098792829391,128,0.02816953707552191
True,False,swish,3,389,0.008434432928205551,0.0002690571850782422,0.008077335825146043,128,0.058692254889178
True,False,sigmoid,4,263,0.012017327446139264,0.0001774661155003687,0.007179299372685433,128,0.029239076079355993
True,False,sigmoid,4,448,0.0074023166763295305,0.0001100091306376809,0.008603355281788521,128,0.028627101716492773
True,False,sigmoid,3,457,0.007587245934963757,0.00010283337791859019,0.008390119735659028,128,0.02703265691861928
True,False,sigmoid,3,477,0.008085527539936282,0.00010689507033566042,0.008450202631839638,128,0.027158303368388627
True,False,sigmoid,3,480,0.005782414215118303,9.34173353120973e-05,0.008480560873639307,128,0.02708615690599626
True,False,lrelu,3,497,0.005595336138016592,4.869953292264028e-05,0.008438747599733346,64,0.06635525851889805
False,False,sigmoid,3,462,0.007825930205939203,6.726398343938346e-05,0.008553497502821231,128,0.06548355164823819
True,False,sigmoid,3,556,0.006664831023850004,0.00010747381074209946,0.00891144887082655,128,0.027143214046938206
True,False,sigmoid,3,556,0.005041090626346768,8.767812631570522e-05,0.009118450720537762,128,0.02694927784187958
False,False,lrelu,3,548,0.00507962088567437,8.140018730396932e-05,0.008883984683401356,128,0.06741526682320911
True,False,sigmoid,3,541,0.003926149964574712,0.00010658840029504073,0.00906795442712372,128,0.027597667239044825
True,False,sigmoid,3,631,0.006044534339020785,4.031255160163949e-05,0.008911246024154867,128,0.02758366252139468
True,False,sigmoid,3,681,0.004061001668258885,4.274740187965944e-05,0.009018643829335963,128,0.027755428359851064
True,False,sigmoid,3,668,0.004025450852926862,4.0716522385608736e-05,0.009016795544835064,128,0.028357771722937127
True,False,sigmoid,3,564,0.005783674351307721,7.227402302144256e-05,0.009708339382309342,128,0.027598024677203035
True,False,relu,3,541,0.006694879017391769,6.885843820207999e-05,0.009690055654810166,64,0.06280372643031815
True,False,tanh,3,586,0.006071588871448287,8.989942931122343e-05,0.009304000657542805,128,0.04936131449026801
True,False,sigmoid,3,518,0.0048031034654042164,5.989886756662501e-05,0.009781366230167404,128,0.02705237328773517
False,False,swish,2,522,0.004849222995810401,6.20648666102176e-05,0.009258525934905617,128,0.15748882944809675
True,False,sigmoid,3,613,0.002930356193811377,9.598328885983009e-05,0.008903229624438576,128,0.028895392718263982
True,False,sigmoid,3,571,0.006218719463810884,0.00010946833333270312,0.009765670271267115,128,0.026956632931932123
True,False,sigmoid,3,420,0.00500129685618342,0.0001309747079784615,0.009741293019003736,128,0.027408175841005033
True,False,sigmoid,3,419,0.0047913022957398275,8.614793456448263e-05,0.009565242975098077,128,0.027402469522411748
True,False,sigmoid,3,420,0.00494211830726357,0.0001313257562812311,0.009782883298811298,128,0.027396462416085152
True,False,lrelu,3,475,0.003435874013149845,7.903272815705962e-05,0.009456422772236519,128,0.08518275457470843
True,False,sigmoid,3,427,0.004570029418544306,0.0001078258014347581,0.009935518372464872,128,0.027323977180314995
True,False,sigmoid,2,485,0.006861269659537044,0.00014470375703797345,0.009955593806822378,64,0.02877639110280729
False,False,sigmoid,3,505,0.003148874284554127,5.769476434236019e-05,0.009795768895293063,128,0.06548245140411059
True,False,sigmoid,3,441,0.0026561168465123303,0.00010085145392131269,0.009356980414266762,128,0.029843746402207456
True,False,lrelu,2,574,0.004403147207685579,0.00015257405993255425,0.008737225278165558,128,0.06895045006379522
True,False,sigmoid,3,411,0.004611209522894448,0.00011314684241594189,0.009591067647127182,128,0.027070989808816805
True,False,sigmoid,3,519,0.006779524407569202,0.00011824242363461244,0.009205952832871183,128,0.027369920951645067
True,False,sigmoid,3,528,0.0064194285570485085,0.00010902622509634981,0.009110967871211116,128,0.027271596851283688
True,False,sigmoid,3,472,0.007740720539587727,0.00010302776397544287,0.008471672405431825,128,0.027972208055979456
True,False,sigmoid,3,598,0.006216094465508783,7.399234551888601e-05,0.009634220758954483,128,0.027542633665752193
True,False,sigmoid,3,641,0.0037263935482730807,0.0001686418147429195,0.009205832677447491,128,0.027693335304955026
True,False,sigmoid,3,554,0.0023446488771964487,6.046682622395729e-05,0.009457859957480691,128,0.029894102768512364
True,False,relu,2,514,0.009141896205354674,9.234630552580137e-05,0.008673765302928306,128,0.11749769065088027
False,False,sigmoid,3,437,0.005347703756001251,0.00020186972423292195,0.009974051001215792,128,0.06547262782742357
True,False,tanh,3,399,0.004397495294838535,0.00011987360590733355,0.0093931987468669,128,0.05252722721620298
True,False,sigmoid,3,528,0.007391951614699047,0.00011739858644045492,0.00907686686630645,128,0.027100846219365152
True,False,sigmoid,3,530,0.007129229985771886,8.075744685457728e-05,0.008328944196013977,128,0.027430503844044263
True,False,sigmoid,3,489,0.008598639316401663,0.00011143917557435677,0.008787180944371663,128,0.027193534588868137
True,False,sigmoid,3,494,0.00896952872090557,0.00015170490730428117,0.009063933366159727,128,0.027215323460238007
True,False,sigmoid,3,490,0.008247815663130468,0.00016936010576250988,0.00883866053513656,128,0.02708464516051143
True,False,sigmoid,2,463,0.007918485475739924,0.00018397550074640193,0.008774515005313387,128,0.02755393391708744
True,False,swish,3,576,0.010679941204828418,0.0002296877752469392,0.008298625631621707,64,0.27793476688119717
True,False,sigmoid,3,602,0.008935466230030168,5.29650711521379e-05,0.008573236323686052,128,0.02819083552516672
True,False,lrelu,3,368,0.005404691329107798,0.00013725590495403028,0.008024501057731795,128,0.05795910923124099
False,False,sigmoid,3,339,0.007377090695715069,6.834062379305118e-05,0.008169566488378107,128,0.0654904478610626
True,False,sigmoid,3,496,0.008762395780560423,0.0001590729159269063,0.008948724554071953,128,0.027783452203207975
True,False,sigmoid,3,480,0.010392976107508717,9.18687367804336e-05,0.009110040966089139,128,0.027939746373709044
True,False,sigmoid,3,559,0.005989848311008728,0.00013581719148405595,0.008699408780522739,128,0.027120397825747992
True,False,sigmoid,3,556,0.006053098365757376,0.00012851611843395396,0.00842982300056132,128,0.02702296475281517
True,False,sigmoid,3,559,0.006274725396006735,0.00018642278258426695,0.008346939745347467,32,0.027006630577549342
True,True,sigmoid,3,558,0.006159503278328464,0.00021101279025251312,0.00953875058652418,32,0.02728519474290283
True,False,sigmoid,3,566,0.00567276977683899,0.00018489744574056677,0.008639139541069284,32,0.027708448711173183
True,False,sigmoid,3,663,0.0035498918186098703,0.00013177712432165315,0.009267321516544623,32,0.029105985691572443
True,False,sigmoid,3,586,0.003918050220607715,0.00016966436367065707,0.008341784320473035,32,0.028455034230408616
True,False,lrelu,2,536,0.004978429709481372,0.00023623051674788798,0.007973142627061672,32,0.0540984175595188
True,False,sigmoid,3,508,0.006860169641019846,7.765227871660907e-05,0.008481445673561665,128,0.027128603412112772
True,False,sigmoid,3,514,0.006055274768893894,7.865504846102332e-05,0.008195790174414882,128,0.027057326439882925
True,False,sigmoid,3,511,0.004163928896581375,7.101609778003506e-05,0.008178014374425092,128,0.027352944292435195
True,False,sigmoid,3,447,0.005812303457819573,9.012522877740647e-05,0.008486374811625914,128,0.027231325672941
True,False,sigmoid,3,598,0.003182032120621478,0.00026659061176953914,0.007844264911754956,32,0.03145573369998624
False,True,sigmoid,3,537,0.007196232335524806,5.0752972851622365e-05,0.008755884461974258,128,0.06548711957888897
True,False,sigmoid,3,459,0.0052068615475640454,7.97224639468733e-05,0.008119628836584823,128,0.0269693479035713
True,False,relu,3,462,0.005054242680734893,0.0001319087233065124,0.009664615583721418,128,0.06373815544979737
True,False,sigmoid,2,642,0.004480168165650766,3.4683871842033e-05,0.00816337313861747,128,0.027781738399427797
True,False,swish,3,410,0.005914674562341783,5.640295727578644e-05,0.009460418757506278,64,0.07701488193317953
True,False,sigmoid,3,518,0.006578288135030332,8.317275017397991e-05,0.008410654342567847,128,0.02729777431638249
True,False,sigmoid,3,508,0.007394129543532647,2.4423502522104586e-05,0.008552082746557018,128,0.027827560556911792
True,False,sigmoid,3,556,0.003919986259803871,7.4940882969526e-05,0.007797111787798161,128,0.026974504797838094
True,False,sigmoid,3,621,0.003821401421059887,6.129638881428999e-05,0.007958079115748654,128,0.027890933511402066
True,False,tanh,3,551,0.005266975649842474,0.0001246376163653346,0.007808163195877666,128,0.03765960744276681
True,False,sigmoid,3,844,0.004424053996874448,9.364501789542871e-05,0.00890860988009773,128,0.0296020461494353
True,False,sigmoid,3,589,0.003230230463500297,0.00015342308526220552,0.009260628413372838,32,0.028420817504238017
False,True,sigmoid,3,566,0.0028135062133954796,6.711609946538151e-05,0.008124593648079076,128,0.0654840245937844
True,False,sigmoid,3,452,0.0052165730913122975,0.00019310771856486647,0.009723108133456105,128,0.02711645315452128
True,False,lrelu,3,450,0.0036502912779984727,1.0246835015481816e-05,0.009848175177217021,128,0.08574840253940369
True,False,sigmoid,3,534,0.005350940364652886,0.00019003977210552532,0.009753707313344365,128,0.028286424943066116
True,False,sigmoid,3,479,0.006109831657243781,0.00012177115774567527,0.00936036507853315,128,0.0266938477474925
True,False,sigmoid,3,475,0.00473173686733345,0.00010351262203722485,0.00959207053428942,128,0.026980888692064633
True,False,sigmoid,3,483,0.004160133957981422,9.763213835649121e-05,0.009400569736046116,128,0.02710931388769025
True,False,sigmoid,3,473,0.004784147727143221,7.809575131302829e-05,0.009590804338528663,128,0.026876722817072114
True,False,sigmoid,3,469,0.004607402656457527,7.728458954761608e-05,0.009990717869738376,128,0.026978109805822277
True,False,sigmoid,3,389,0.004476218195662936,4.988055025034587e-05,0.009981320648039055,128,0.027467253826980127
True,False,sigmoid,3,433,0.0035147935555774707,7.619654768859246e-05,0.009675400874344296,128,0.02738075612449299
True,False,sigmoid,3,456,0.004936330978840298,6.674359559104117e-05,0.009553156005299329,32,0.027364784791687757
True,False,sigmoid,3,468,0.0029422680579232977,5.81043992665216e-05,0.009323735085072355,128,0.028084958020533093
True,False,sigmoid,3,503,0.006376572772303217,8.617794320566468e-05,0.009517946255373324,128,0.02719227956068518
True,False,sigmoid,3,484,0.004096328175747022,0.00010152870093446758,0.009877896805084477,128,0.02813084984928302
True,False,sigmoid,3,474,0.0057921941201286836,7.771078805691435e-05,0.00914635871945361,128,0.027591753364619675
True,False,sigmoid,3,410,0.004855780069253723,0.00011787401450032572,0.009604975407203804,128,0.027228005295362914
True,False,sigmoid,3,520,0.004524288192362682,9.787763469217359e-05,0.009980717113944071,128,0.02762763513206891
False,True,sigmoid,3,495,0.003762580023673773,4.465333685954087e-05,0.009352924272231807,128,0.06548041835833245
True,False,lrelu,3,438,0.00593442358611258,0.0001497134690952762,0.009794533624519307,128,0.06743403866224314
True,False,sigmoid,3,536,0.008082555783443376,7.504782831500333e-05,0.008900972597885692,128,0.027000892036618287
True,False,relu,3,547,0.008104658887129424,6.037564275046915e-05,0.008983815770951817,128,0.06301243245750825
True,False,sigmoid,2,610,0.009811325511898073,7.8819799626151e-05,0.00920026361114652,32,0.02857444821944462
True,False,sigmoid,3,499,0.006568663289355521,0.00010901380370717474,0.008790801010152742,128,0.02657754982415871
True,False,sigmoid,3,576,0.0075120597495933064,0.00012329558128874283,0.008769477836456983,128,0.02697885504287285
True,False,sigmoid,3,581,0.006944951827784341,0.00012102909254872842,0.009592552397007126,128,0.026806536271753455
True,False,sigmoid,3,576,0.006552406113833704,7.053273462179591e-05,0.007609941191159149,128,0.026793081186703135
True,False,sigmoid,3,575,0.0068613677251156925,0.00012406204160283192,0.007543483841647847,128,0.027341560659787312
True,False,sigmoid,3,576,0.011864220406344833,6.551383646732999e-05,0.00940624882934611,128,0.027383764114505472
True,False,tanh,3,593,0.00776424654342987,0.00010323596875405211,0.008729419794467178,64,0.053269576299367634
True,False,sigmoid,3,544,0.009382083299446918,5.424837839077245e-05,0.009663430791179579,128,0.028439618590290643
True,False,sigmoid,3,641,0.006724926457833427,8.876914629689985e-05,0.007700231981607713,128,0.028005194964863006
False,True,sigmoid,3,576,0.005122790901325262,0.00013939725082874748,0.009068182696179894,128,0.06548227053739197
True,False,sigmoid,3,551,0.0062031443240716825,7.792170297128004e-05,0.008256759028447549,128,0.026877975936285083
True,False,sigmoid,3,607,0.0070579568429704614,7.375048374873371e-05,0.008291700154727097,128,0.027341861445304597
True,False,sigmoid,3,554,0.005615360747224099,4.496109334576319e-05,0.00798465300633067,128,0.027468321447439235
True,False,swish,3,532,0.008052182003479687,0.0001066658017735101,0.004148989858028593,128,0.08628719209732816
True,False,sigmoid,3,562,0.006505818507670976,9.175258617227879e-05,0.008860511193880656,128,0.02693540585883672
True,False,sigmoid,3,567,0.0064359662893848585,8.989971844449544e-05,0.008352607632597452,128,0.02755199754211965
True,False,sigmoid,3,606,0.00905070725803365,0.00012679554735343945,0.008606989434169538,128,0.027481767588945844
True,False,sigmoid,3,629,0.007645482079300473,0.0003005680315610394,0.008760759280423936,32,0.02710131588053056
True,False,sigmoid,3,586,0.006147048420317192,0.00015622201357389225,0.009027493856032355,128,0.02722002695085721
True,False,sigmoid,3,548,0.005466992780229585,6.964913885954795e-05,0.008559765041632725,128,0.02695139694877593
True,False,sigmoid,3,552,0.005234147541976703,6.881827870465479e-05,0.00846046126374661,128,0.026805109120250435
True,False,sigmoid,3,569,0.005237548973810585,6.691478102088255e-05,0.00854088955005853,128,0.02710914056718517
True,False,sigmoid,3,539,0.004236807239362603,8.28374829378618e-05,0.00881715265341171,128,0.02826345362611848
True,False,sigmoid,3,556,0.005446810748720157,5.2579749624538996e-05,0.008181459029880527,128,0.027068121383855812
True,False,lrelu,3,584,0.006596998260893338,7.136565787106167e-05,0.00782207195410284,128,0.07867102234402779
True,False,sigmoid,3,533,0.0047194423480029606,3.636123167487176e-05,0.007473712509602859,128,0.026995411391960947
True,False,sigmoid,3,525,0.004666042627214617,5.8449397609268754e-05,0.007362869195762771,128,0.027568018630370495
True,False,sigmoid,3,546,0.0033756449786998028,3.266544152608231e-05,0.007966633668382753,128,0.02722559300455762
True,False,sigmoid,3,506,0.004116701563956409,8.747478256290044e-05,0.00763464308185456,128,0.02703652443881483
True,True,sigmoid,3,618,0.002268691869247145,4.015153696820073e-05,0.009262578930248518,32,0.028530518240362786
True,False,sigmoid,3,559,0.005505218727074399,0.00010039509459184444,0.008619867934530906,128,0.027184479571792635
True,False,sigmoid,3,590,0.0065363130015072685,0.00011680037674178719,0.007477121740769129,128,0.027033541375006118
True,False,sigmoid,3,542,0.0052177273683224855,7.226833121421847e-05,0.008319107001530135,128,0.0272713089434118
True,False,sigmoid,3,529,0.004731402818151923,8.191946548716005e-05,0.008882789643256638,128,0.02728272654906334
True,False,sigmoid,3,567,0.005987089261871926,0.00011239629119262645,0.008072370735230903,128,0.02768235246136103
False,False,sigmoid,3,513,0.00016085560754317544,6.103244582670606e-05,0.007759064030412778,128,0.065491001604967
True,False,sigmoid,3,545,0.0037569800960438344,2.722306363352038e-05,0.008479522506763065,128,0.027047574557059414
True,False,sigmoid,3,598,0.00730516890029423,1.9092124152996922e-06,0.0069182005950412274,128,0.028360962849473637
True,False,sigmoid,3,572,0.004638665093242085,9.391858073000025e-05,0.009468439135891009,128,0.027158593012080182
True,False,lrelu,3,506,0.005926083919757932,0.000136389318639177,0.00717203519949928,64,0.030121228869544766
True,False,sigmoid,3,491,0.00812669409055893,0.00010507870825364663,0.008392151532825123,128,0.027061617432102066
True,False,sigmoid,3,466,0.006660144283211426,7.701263539512734e-05,0.00825325562537532,128,0.027501823602485636
True,False,sigmoid,3,527,0.007340163993400417,4.9418195114887246e-05,0.008675809748862711,128,0.02772977301651511
True,False,sigmoid,3,561,0.0052558268817067206,6.68285210443529e-05,0.008885189378840086,128,0.027175652551449065
True,False,relu,3,549,0.008777219998032857,9.527146985187029e-05,0.00804443317044731,128,0.06833298875946041
True,False,sigmoid,3,585,0.004082883448717935,0.0001206816711241201,0.009077194958954753,128,0.027137456783134135
True,False,sigmoid,2,528,0.01022433278622155,8.547464992949972e-05,0.00923346044270939,128,0.02915707131346237
True,False,sigmoid,3,500,0.006077030922518244,0.00015554411496208624,0.006196453179247594,32,0.027120963730322828
True,True,tanh,3,475,0.007127276519576983,0.00011293370365147506,0.008485530524715927,128,0.12479295719855
False,False,sigmoid,3,559,0.004928772579699849,7.128994556882387e-05,0.009754613053813917,128,0.06548012592377894
True,False,sigmoid,3,612,0.006767908842815207,0.00012370072049032492,0.007543760843066533,128,0.02694882622302236
True,False,sigmoid,3,662,0.00573338529907138,0.00013581205579182783,0.007405375607290753,128,0.0268445520453305
True,False,sigmoid,3,631,0.005585780057406813,0.00013629869622722854,0.007428781974523799,128,0.027546273420655746
True,False,sigmoid,3,606,0.00623258488781952,0.00018414241692720008,0.007700770372589668,128,0.027473942871276344
True,False,sigmoid,3,658,0.00452127195196221,0.00022930200186590104,0.007283224419419127,128,0.02933563455568532
True,False,sigmoid,3,652,0.000361499605178836,0.00016022399113734226,0.007476990015019368,128,0.05029343529685813
True,False,swish,3,693,0.005346264616084352,0.00012439929361014244,0.006746004236482604,128,0.04781762198743731
True,False,sigmoid,3,589,0.0065442269201391135,9.921033170465645e-05,0.007863054796483141,128,0.02657348755455094
True,False,sigmoid,3,782,0.007847758064513571,9.868983520682204e-05,0.007066420898869444,128,0.027742804604371334
True,False,sigmoid,3,724,0.006633010307055762,9.423187769008798e-05,0.00768069944360728,128,0.027729364165054216
True,False,sigmoid,3,591,0.00552194205319483,8.25072805293739e-05,0.007874323598771672,128,0.027486328929187315
True,False,sigmoid,3,616,0.006348653514046723,2.2091107469860758e-05,0.00791655575193794,128,0.027384760230785715
True,False,sigmoid,3,564,0.004748671040393027,1.3560154197809905e-05,0.009995374780408704,128,0.02754145483937255
True,False,sigmoid,3,704,0.007229113309997194,0.00013673679804561046,0.008145791227808574,128,0.026845549337641987
True,False,sigmoid,3,718,0.007389494708712773,0.00011332489848704944,0.00758731571098281,128,0.0271079523003687
True,False,sigmoid,3,703,0.008442290965343028,3.658717683438784e-05,0.007408601730084272,32,0.027672878488458293
True,False,sigmoid,3,954,0.0031736460301225833,0.00013991020493716767,0.008088421407841556,128,0.03063583766986105
True,False,sigmoid,3,589,0.003814022731712135,6.883671176381179e-05,0.00955060351310498,128,0.027029298208000433
True,False,lrelu,3,674,0.006769206176311428,5.712616697177811e-05,0.007720288527248143,128,0.07256372122629962
True,False,sigmoid,3,746,0.005660101464390436,8.622214857650086e-05,0.008189990851590927,128,0.02753855384272637
True,False,sigmoid,3,577,0.006153422742100906,0.00012316713471694757,0.007931005720544098,128,0.027195215908388002
True,False,sigmoid,3,541,0.0052641711220226045,0.00016513684755627787,0.008656424087500555,128,0.027749805224739146
True,False,sigmoid,3,571,0.004249708840196902,0.00010697712746479404,0.008271231465980489,128,0.02780863801813288
True,False,sigmoid,3,541,0.07383314712793573,0.00014367677977411263,0.009682441835308257,128,0.019470384917167134
True,False,sigmoid,3,739,0.0006411790359214131,1.0102055556953453e-07,0.009825667760881451,128,0.043272254135157555
True,True,sigmoid,3,533,0.09304837198785085,0.0001986146331906098,0.009672856267124141,128,0.07145041978628683
False,False,sigmoid,3,622,0.009487455284270379,0.00013966219521564785,0.005062086084630576,128,0.06548343245653176
