is_res,normalize,act,n_layers,hidden_nodes,lr,weight_decay,gamma,batch_size,MSE
"
","
", ,D,a,t,a,c,a,s,e,:, ,l,e,f,t,_,r,i,g,h,t,_,b,o,t,h,_,e,n,d,s
False,True,tanh,2,280,0.004392239736566338,1.7579204912006045e-06,0.004931415517582478,32,9.807853100490012e-05
True,True,swish,2,215,0.0034735202930829333,1.4208405974122785e-06,0.005125536076889741,32,0.0001449827038232399
False,False,tanh,2,333,0.0028260181623797147,9.256911038234625e-07,0.0052977853328972915,128,0.00010336995776940619
False,True,lrelu,3,254,0.004050515444190343,4.996662874150202e-07,0.005837884952599418,32,0.00010124521578569293
False,True,tanh,2,290,0.004695619273907999,8.920300505336879e-07,0.005414872548794143,32,9.495322419018277e-05
False,True,tanh,2,345,0.0031609931785930388,1.2249704405899066e-06,0.006294347774643441,32,9.654655196075901e-05
False,True,tanh,2,319,0.003688942927192916,1.0641245639127023e-06,0.005730547972564615,32,9.505125523252871e-05
False,True,tanh,2,409,0.0013324325593566612,6.56787204197882e-07,0.005985626367180405,32,9.314737975871671e-05
False,True,tanh,2,268,0.0013408671539231914,6.222599298632012e-07,0.005921011768392997,32,9.43332540985387e-05
False,True,tanh,2,417,0.005527782777839207,6.636787903523983e-07,0.005686729906973583,32,9.667751290232152e-05
True,True,sigmoid,2,425,0.00252882011309297,8.291824214765723e-07,0.006048891289198878,32,0.0003227055362392377
False,True,tanh,2,445,0.0014722408042346826,4.1250479631760866e-07,0.00692522673673613,32,9.882342738466681e-05
False,True,tanh,2,226,0.001216025388995286,4.673610142821544e-07,0.005406458395468277,32,9.420944174072766e-05
False,True,swish,2,300,0.0016286482663671377,6.897803779082799e-07,0.005621702854997731,32,0.0001181704496690562
True,True,tanh,2,359,0.0010377193736714405,1.4910003098200917e-06,0.0064932594786494355,64,0.00010775227751259443
False,True,tanh,2,398,0.0008009123013989125,1.145949812553649e-06,0.00617438076441449,32,9.481594620948767e-05
False,True,tanh,2,651,0.0010144837088873727,8.987860096931542e-07,0.006354851431503308,32,9.405049221419995e-05
False,True,tanh,2,333,0.0012674993651791628,8.136067181748243e-07,0.005878506446453438,32,9.453166096184113e-05
False,True,tanh,2,691,0.000874209677645304,5.498680972157834e-07,0.006692028510460446,32,9.4268142705654e-05
False,True,tanh,2,770,0.0013784216747880912,9.805610716670112e-07,0.0061931283359144326,32,9.651591270342093e-05
False,True,lrelu,2,478,0.0007416980521644745,1.2448120595925459e-06,0.007082221831583096,32,9.797873842294404e-05
False,False,tanh,2,377,0.0011238798840774104,6.775227041879847e-07,0.005932350712681373,32,9.19850316680406e-05
False,False,tanh,2,380,0.0017090270007768347,5.974171631604198e-07,0.00554319293549104,32,9.421490850897096e-05
True,False,relu,2,362,0.0011086375479279064,6.975554441049608e-07,0.005917130549486486,32,9.622480236292285e-05
False,True,tanh,2,316,0.0023350836385496038,5.208767721391149e-07,0.005153217471267476,32,9.455136309353564e-05
False,False,tanh,2,409,0.0009242368294954913,8.623967178643767e-07,0.006029788526358552,32,9.234267884176506e-05
False,False,tanh,2,403,0.001228046857621601,7.839544518326628e-07,0.005781450499050627,32,9.601443160283094e-05
False,False,tanh,2,436,0.001000146444587685,6.466931024059994e-07,0.006047301451037351,32,9.276975198566636e-05
False,False,tanh,2,427,0.0009651791737024522,6.657265363295644e-07,0.006113062752491077,32,9.247689315265737e-05
False,False,tanh,2,436,0.0009716677557721475,6.205750835833347e-07,0.006031690415835876,32,9.437885995717621e-05
False,False,tanh,2,400,0.0007902309259490276,4.654115655651991e-07,0.005749102741759351,32,9.72786678115979e-05
False,False,tanh,2,425,0.0006573796125639687,3.663319748886759e-07,0.006178112948039167,32,9.504595105181365e-05
False,False,tanh,2,416,0.002998445111853126,6.923479840403773e-07,0.005498455243732181,32,0.00010827181848010675
False,False,tanh,2,462,0.0010083036687756855,5.664835538199944e-07,0.006507024869510327,32,9.559864354365543e-05
False,False,tanh,2,376,0.0008933222017964493,7.884238169109188e-07,0.0059013869322380565,32,9.371730283256275e-05
False,False,tanh,4,405,0.001135382072869379,2.1639051804099687e-05,0.006056921976042251,32,0.00021275336084538435
False,False,swish,2,350,0.0013837446458761303,9.709262548781036e-07,0.006267763216297908,32,0.00011322413976268443
False,False,tanh,2,440,0.0010955755602249002,6.746146162736095e-07,0.005682595402233085,32,9.215549467676285e-05
False,False,tanh,2,441,0.0011828662798452913,6.767352024376611e-07,0.005733345632385761,32,9.495568390411104e-05
False,False,tanh,2,483,0.0008185717097639816,5.287047159273798e-07,0.005532740041071588,32,9.295402753778837e-05
False,False,tanh,2,478,0.000588432709326874,4.3320843381975275e-07,0.004926587051728644,32,9.66433998051945e-05
False,False,tanh,2,460,0.0007101744695579897,5.016249302009768e-07,0.005333008035801619,32,9.331096466534981e-05
False,False,tanh,2,505,0.0007097832377866433,5.071520403894702e-07,0.005355321806148615,32,9.450449648794792e-05
False,False,tanh,2,471,0.0004802485276286784,3.5849633794242123e-07,0.0055651650444609475,128,0.00015798296702497353
False,False,tanh,2,456,0.0007924542813525179,5.882636931925474e-07,0.005299754643474363,32,9.600371572492679e-05
is_res,normalize,act,n_layers,hidden_nodes,lr,weight_decay,gamma,batch_size,MSE

"
","
", ,D,a,t,a,c,a,s,e,:, ,b,o,t,h,_,e,n,d,s,_,a,l,l

True,False,lrelu,1,798,0.0003267889614129319,7.586831597725785e-06,0.005942635467115168,32,0.0004824276041136838

is_res,normalize,act,n_layers,hidden_nodes,lr,weight_decay,gamma,batch_size,MSE

"
","
", ,D,a,t,a,c,a,s,e,:, ,a,l,l,_,c,a,s,e,s,_,a,l,l

True,True,tanh,3,594,0.02999272717447836,0.00015233009636701653,0.009314643258304054,32,0.002171220055654069

is_res,normalize,act,n_layers,hidden_nodes,lr,weight_decay,gamma,batch_size,MSE

"
","
", ,D,a,t,a,c,a,s,e,:, ,a,l,l,_,c,a,s,e,s,_,a,l,l

False,False,sigmoid,0,396,0.02132723155781739,0.00010343209141705761,0.008506168887500594,64,0.008570366195629932

False,True,tanh,2,802,0.0017318922513197992,0.00012964685158432413,0.006282443687793325,128,0.001717685548758549

False,False,swish,4,191,0.02883559342516643,3.5210712185615443e-05,0.0055969554147718556,64,0.05478287783982804

False,True,relu,3,569,0.004578609484897049,4.3048492788750927e-07,0.0007805545063582775,32,5.6127532977954624e-05

False,True,lrelu,4,778,0.007515190197114471,8.257967579586616e-07,0.007500085892314611,128,0.00012832267937387914

True,True,tanh,2,547,0.022413685180727644,1.5621066791953992e-05,0.0029970362988363387,64,0.0006308439778405586

True,True,swish,3,473,0.0031594657753848867,1.5074011830591556e-06,0.007365018346687753,128,0.0001023536525581849

True,True,sigmoid,0,343,0.0007434455307222936,1.0539351138866881e-07,0.004329790684382205,64,0.0037225267591900913

True,True,relu,0,422,0.009222375606290207,1.58234438533406e-07,0.00595749923476099,64,0.00039554260676448726

False,False,swish,3,748,0.04177759282440163,2.605120516492353e-07,0.007114548543345943,64,0.02297802301332253

False,False,relu,1,1017,0.00013115597791330354,5.031501021666621e-06,1.6861601780459082e-05,32,0.0003467478711384057

True,True,swish,3,547,0.09756417557864924,1.792038892344898e-06,0.009609194602377302,32,383.256245324609

True,True,relu,3,54,0.002829517208755196,8.262613363228157e-07,0.0011319765367061054,128,0.0001716701397719184

True,True,lrelu,3,662,0.0011915006750210797,3.2338772497363334e-06,0.0031927681330365058,32,8.888517447277278e-05

False,True,lrelu,4,657,0.001157624416976896,4.202662959507333e-06,0.002265503751130551,32,8.328135063845855e-05

False,True,lrelu,4,934,0.0005993990956134737,6.761374403290549e-06,0.0016367624628635664,32,0.00010130097004949568

False,True,lrelu,4,631,0.006651342285332579,5.111762832109849e-07,0.002328490641734136,32,0.12574038751685646

False,True,relu,2,297,0.00036490406202483176,3.562881300449845e-07,0.00029702232641903165,32,7.22544327734154e-05

False,False,relu,1,271,0.00030203447367597525,3.3918824836144135e-07,0.00035969182933134284,32,0.00015995326956230602

False,True,relu,1,173,0.00014763626257542983,2.1320622271614208e-07,0.0007140113252974444,32,0.00031256700939766665

