normalize,networkarch,act,n_layers,hidden_nodes,correct_functional,both,lr,weight_decay,Test error
True,1,tanh,1,14,True,True,0.00786679401573286,4.955736451802442e-06,0.003590437234379351
False,0,sigmoid,2,159,False,0.001445080877614291,4.096914186567676e-06,0.033762699051294476
True,1,sin,2,156,False,0.007632284505140587,1.0529221254936938e-06,0.0030068144551478326
False,0,swish,2,184,False,0.0012290054523959883,2.8106421900943614e-06,0.008407929562963545
False,2,swish,1,146,True,False,0.0032381173970011485,7.584065071209694e-06,0.0018981549656018615
False,0,sin,2,199,True,True,0.027079552512158756,2.0219108519705754e-06,0.013866647146642208
True,2,swish,2,146,False,0.04723139172387735,3.377816105950431e-06,0.0038345715147443116
True,0,tanh,1,43,True,True,0.018219840835163353,3.441365045158351e-08,0.0043813769007101655
True,1,sigmoid,1,134,False,0.004628913416610396,1.007570205831564e-06,0.007736255298368633
False,0,sigmoid,2,77,False,0.01125455110526331,7.930759233790295e-06,0.011877933517098427
False,2,swish,1,100,True,False,0.09397682506054024,7.560042912178767e-06,0.0019932917202822864
False,2,swish,1,94,True,False,0.07076130024712138,7.784328574260218e-06,0.003374437626916915
False,2,swish,1,114,True,False,0.08089248440419071,9.943451206135759e-06,0.0020618572016246617
False,2,swish,1,69,True,False,0.0031310648660166384,6.295799587953928e-06,0.001968911848962307
False,2,swish,1,64,True,False,0.002904204449074059,6.155188550868918e-06,0.002356606535613537
False,2,swish,1,45,True,False,0.002618916289967467,6.024382493745717e-06,0.0024167034425772727
False,2,swish,1,123,True,False,0.004052846143929214,6.087240568578297e-06,0.0018753247568383813
False,2,sin,1,126,True,False,0.004569080799050338,9.054336075561801e-06,0.001936322165420279
False,2,tanh,1,172,True,False,0.0017287898323639953,5.039274954682536e-06,0.0016515113529749215
False,2,tanh,1,170,True,False,0.0018281967875192137,4.6296755384308695e-06,0.0016097920888569206
False,1,tanh,1,168,True,True,0.0019042471144425303,4.469158768893185e-06,0.0018339979578740895
False,1,tanh,1,177,True,True,0.0016313930117387904,4.64507225248277e-06,0.001833421592891682
False,1,tanh,1,182,True,True,0.001203897929567518,3.965754409599022e-06,0.0018450662391842343
normalize,networkarch,act,n_layers,hidden_nodes,correct_functional,lr,weight_decay,Test error
False,1,sin,1,100,False,0.006846252310899309,4.4857188965736734e-06,0.0004099561265320517
False,2,sigmoid,1,64,True,False,0.013632709797385826,3.636100520558642e-06,0.0004928602138534188
True,2,swish,2,174,False,0.009666363867586143,8.103237178918106e-06,0.0003329999453853816
False,2,swish,1,51,True,False,0.0016067628691904176,8.632640849273584e-06,0.0005495996592799202
False,1,tanh,1,188,False,0.002892965314681382,3.2793973370182454e-06,0.00034413602406857535
normalize,networkarch,act,n_layers,hidden_nodes,correct_functional,both,lr,weight_decay,Test error
True,0,tanh,2,75,True,False,0.0017013880499434325,7.442680168330752e-07,0.0001233722869073972
True,1,sin,1,172,False,0.09211978395397707,1.584368315618413e-06,1.0162243843078613
